chat_message_id,chat_message_text,chat_session_id,created_by_user_id,created_date,modified_by_user_id,modified_date,status_id
498,we will try,94,15954,2017-08-29 9:56:35,15954,2017-08-29 9:56:35,1
499,i can hear you,96,15956,2017-08-29 9:56:41,15956,2017-08-29 9:56:41,1
500,check ur audio settings pls,96,11392,2017-08-29 9:56:44,11392,2017-08-29 9:56:44,1
501,i cant hear you,96,11392,2017-08-29 9:56:52,11392,2017-08-29 9:56:52,1
502,i will help,94,11392,2017-08-29 9:57:22,11392,2017-08-29 9:57:22,1
503,join me on whatsapp,94,11392,2017-08-29 9:57:29,11392,2017-08-29 9:57:29,1
504,ma'am can pragya mam from rkgitm interact with you from my login,94,15954,2017-08-29 9:59:16,15954,2017-08-29 9:59:16,1
505,yes,94,11392,2017-08-29 9:59:25,11392,2017-08-29 9:59:25,1
506,or she should login from her is,94,15954,2017-08-29 9:59:33,15954,2017-08-29 9:59:33,1
507,*id,94,15954,2017-08-29 9:59:39,15954,2017-08-29 9:59:39,1
508,betterv to login frm her id,94,11392,2017-08-29 9:59:48,11392,2017-08-29 9:59:48,1
509,ok mam,94,15954,2017-08-29 10:02:41,15954,2017-08-29 10:02:41,1
510,ma'am,94,15954,2017-08-29 10:02:52,15954,2017-08-29 10:02:52,1
511,there are several plougein,94,15954,2017-08-29 10:03:09,15954,2017-08-29 10:03:09,1
512,but i dont know how can I use them,94,15954,2017-08-29 10:03:19,15954,2017-08-29 10:03:19,1
513,is there any link or lecture series,94,15954,2017-08-29 10:03:32,15954,2017-08-29 10:03:32,1
514,for this,94,15954,2017-08-29 10:03:40,15954,2017-08-29 10:03:40,1
515,in wordpress,94,15954,2017-08-29 10:04:06,15954,2017-08-29 10:04:06,1
516,hello mam..pragya here,94,15954,2017-08-29 10:04:40,15954,2017-08-29 10:04:40,1
517,is there anything other than screencast that we have to do      Pragya,94,15954,2017-08-29 10:05:30,15954,2017-08-29 10:05:30,1
518,hi,97,11392,2017-08-29 10:19:02,11392,2017-08-29 10:19:02,1
519,pls publish ur video,97,11392,2017-08-29 10:19:09,11392,2017-08-29 10:19:09,1
520,a view is not a screen cast software,95,11392,2017-08-29 10:21:05,11392,2017-08-29 10:21:05,1
521,it s used for live interaction,95,11392,2017-08-29 10:21:17,11392,2017-08-29 10:21:17,1
522,course journal on moodle?,97,15955,2017-08-29 10:22:19,15955,2017-08-29 10:22:19,1
523,no in ur g drive,97,11392,2017-08-29 10:22:42,11392,2017-08-29 10:22:42,1
524,ok,97,15955,2017-08-29 10:22:59,15955,2017-08-29 10:22:59,1
525,how can we create course journal on google drive?,97,15955,2017-08-29 10:23:50,15955,2017-08-29 10:23:50,1
526,is there any video regarding that,97,15955,2017-08-29 10:24:01,15955,2017-08-29 10:24:01,1
527,yes u must hav done in week 1,97,11392,2017-08-29 10:25:28,11392,2017-08-29 10:25:28,1
528,ok.. i got rememered,97,15955,2017-08-29 10:26:13,15955,2017-08-29 10:26:13,1
529,"Hi, GM",98,11617,2017-08-29 10:56:52,11617,2017-08-29 10:56:52,1
530,hello,99,11617,2017-08-29 11:09:47,11617,2017-08-29 11:09:47,1
531,please hand rise,100,11615,2017-08-29 11:16:18,11615,2017-08-29 11:16:18,1
532,please hand rise,101,11615,2017-08-29 11:16:36,11615,2017-08-29 11:16:36,1
533,so the question is blog is not visible?,98,11617,2017-08-29 11:45:18,11617,2017-08-29 11:45:18,1
534,ok,98,11617,2017-08-29 11:45:22,11617,2017-08-29 11:45:22,1
535,s sir,98,16063,2017-08-29 11:45:38,16063,2017-08-29 11:45:38,1
536,when you add blog in webpage,98,11617,2017-08-29 11:46:44,11617,2017-08-29 11:46:44,1
537,20.8.2017,98,16063,2017-08-29 11:47:14,16063,2017-08-29 11:47:14,1
538,you will find update option at right corner of page,98,11617,2017-08-29 11:47:23,11617,2017-08-29 11:47:23,1
539,i have added blog in my website,98,11617,2017-08-29 11:48:10,11617,2017-08-29 11:48:10,1
540,https://sanjumahawar.wordpress.com/,98,11617,2017-08-29 11:48:46,11617,2017-08-29 11:48:46,1
541,how to view others in my website blog what we added,98,16063,2017-08-29 11:49:36,16063,2017-08-29 11:49:36,1
542,hi,102,11616,2017-08-29 12:02:13,11616,2017-08-29 12:02:13,1
543,Deepti,102,11616,2017-08-29 12:02:21,11616,2017-08-29 12:02:21,1
544,are u there?,102,11616,2017-08-29 12:02:31,11616,2017-08-29 12:02:31,1
545,hello mam,102,16019,2017-08-29 12:02:35,16019,2017-08-29 12:02:35,1
546,ya,102,16019,2017-08-29 12:02:38,16019,2017-08-29 12:02:38,1
547,good noon,102,16019,2017-08-29 12:02:49,16019,2017-08-29 12:02:49,1
548,good noon,102,11616,2017-08-29 12:02:56,11616,2017-08-29 12:02:56,1
549,but i am unable to see you,102,16019,2017-08-29 12:03:20,16019,2017-08-29 12:03:20,1
550,ya,102,11616,2017-08-29 12:03:28,11616,2017-08-29 12:03:28,1
551,i dont know why,102,11616,2017-08-29 12:03:39,11616,2017-08-29 12:03:39,1
552,u can ask me in chat,102,11616,2017-08-29 12:03:46,11616,2017-08-29 12:03:46,1
553,whatever u want,102,11616,2017-08-29 12:03:52,11616,2017-08-29 12:03:52,1
554,no issues mam i think its a trial and testing of A-View,102,16019,2017-08-29 12:04:35,16019,2017-08-29 12:04:35,1
555,ok,102,11616,2017-08-29 12:05:07,11616,2017-08-29 12:05:07,1
556,have you gone through the course module,102,11616,2017-08-29 12:06:10,11616,2017-08-29 12:06:10,1
557,mam I think your vedio options have some problem,102,16019,2017-08-29 12:06:49,16019,2017-08-29 12:06:49,1
558,yes i have gone through,102,16019,2017-08-29 12:07:06,16019,2017-08-29 12:07:06,1
559,what are the assignments gien to you maam,102,11616,2017-08-29 12:07:32,11616,2017-08-29 12:07:32,1
560,weekwise assignments were there,102,16019,2017-08-29 12:07:57,16019,2017-08-29 12:07:57,1
561,ok,102,11616,2017-08-29 12:08:05,11616,2017-08-29 12:08:05,1
562,you are from which state,102,11616,2017-08-29 12:08:28,11616,2017-08-29 12:08:28,1
563,we have to listen to vedios and answer them,102,16019,2017-08-29 12:08:31,16019,2017-08-29 12:08:31,1
564,maam,102,11616,2017-08-29 12:08:32,11616,2017-08-29 12:08:32,1
565,ok,102,11616,2017-08-29 12:08:43,11616,2017-08-29 12:08:43,1
566,I am from indore only,102,16019,2017-08-29 12:08:50,16019,2017-08-29 12:08:50,1
567,ok,102,11616,2017-08-29 12:08:55,11616,2017-08-29 12:08:55,1
568,which college,102,11616,2017-08-29 12:09:01,11616,2017-08-29 12:09:01,1
569,Vaishnav College,102,16019,2017-08-29 12:09:01,16019,2017-08-29 12:09:01,1
570,Vaishnav Management,102,16019,2017-08-29 12:09:09,16019,2017-08-29 12:09:09,1
571,hi,103,11616,2017-08-29 12:09:13,11616,2017-08-29 12:09:13,1
572,ok,102,11616,2017-08-29 12:09:22,11616,2017-08-29 12:09:22,1
573,hi,104,11616,2017-08-29 12:09:34,11616,2017-08-29 12:09:34,1
574,Are you from Computer Department at IPS,102,16019,2017-08-29 12:09:47,16019,2017-08-29 12:09:47,1
575,are u there?,103,11616,2017-08-29 12:09:47,11616,2017-08-29 12:09:47,1
576,are u there?,104,11616,2017-08-29 12:09:50,11616,2017-08-29 12:09:50,1
577,no,102,11616,2017-08-29 12:10:08,11616,2017-08-29 12:10:08,1
578,Management,102,11616,2017-08-29 12:10:12,11616,2017-08-29 12:10:12,1
579,okay,102,16019,2017-08-29 12:10:18,16019,2017-08-29 12:10:18,1
580,What is the progress till now,102,11616,2017-08-29 12:10:36,11616,2017-08-29 12:10:36,1
581,I have done all my assignements and activites till date,102,16019,2017-08-29 12:10:59,16019,2017-08-29 12:10:59,1
582,ok,102,11616,2017-08-29 12:11:09,11616,2017-08-29 12:11:09,1
583,and score??,102,11616,2017-08-29 12:11:16,11616,2017-08-29 12:11:16,1
584,except last week,102,16019,2017-08-29 12:11:19,16019,2017-08-29 12:11:19,1
585,the average is 32% till date,102,16019,2017-08-29 12:11:32,16019,2017-08-29 12:11:32,1
586,goood,102,11616,2017-08-29 12:11:43,11616,2017-08-29 12:11:43,1
587,onle week activities are left,102,16019,2017-08-29 12:11:46,16019,2017-08-29 12:11:46,1
588,is it good,102,16019,2017-08-29 12:11:56,16019,2017-08-29 12:11:56,1
589,ok,102,11616,2017-08-29 12:11:59,11616,2017-08-29 12:11:59,1
590,how many weeks are left,102,11616,2017-08-29 12:12:27,11616,2017-08-29 12:12:27,1
591,?,102,11616,2017-08-29 12:12:29,11616,2017-08-29 12:12:29,1
592,one week,102,16019,2017-08-29 12:12:35,16019,2017-08-29 12:12:35,1
593,i suppose 8 quizes are left,102,16019,2017-08-29 12:13:31,16019,2017-08-29 12:13:31,1
594,minimum score required is 50% at the end,102,16019,2017-08-29 12:14:09,16019,2017-08-29 12:14:09,1
595,okay mam,102,16019,2017-08-29 12:14:17,16019,2017-08-29 12:14:17,1
596,yes maam,102,11616,2017-08-29 12:14:19,11616,2017-08-29 12:14:19,1
597,shall i leave,102,16019,2017-08-29 12:14:23,16019,2017-08-29 12:14:23,1
598,ok maam in case any doubt you can call me on 9039635978,102,11616,2017-08-29 12:15:14,11616,2017-08-29 12:15:14,1
599,okay,102,16019,2017-08-29 12:18:04,16019,2017-08-29 12:18:04,1
600,thanks,102,16019,2017-08-29 12:18:06,16019,2017-08-29 12:18:06,1
601,Hi,104,11616,2017-08-29 12:28:22,11616,2017-08-29 12:28:22,1
602,YES,104,15988,2017-08-29 12:28:37,15988,2017-08-29 12:28:37,1
603,I think u cant hear me,104,11616,2017-08-29 12:29:15,11616,2017-08-29 12:29:15,1
604,Yes but not clear voice. Now Presenter vedio is not  running.,104,15988,2017-08-29 12:32:31,15988,2017-08-29 12:32:31,1
605,hello ma,106,16444,2017-08-29 13:08:18,16444,2017-08-29 13:08:18,1
606,I am connected with you,106,16444,2017-08-29 13:08:27,16444,2017-08-29 13:08:27,1
607,madam we canhere you,105,16443,2017-08-29 13:08:31,16443,2017-08-29 13:08:31,1
608,mam,106,16444,2017-08-29 13:08:33,16444,2017-08-29 13:08:33,1
609,but you are not able to here me,105,16443,2017-08-29 13:08:40,16443,2017-08-29 13:08:40,1
610,what can we do??,105,16443,2017-08-29 13:08:53,16443,2017-08-29 13:08:53,1
611,hello,107,11424,2017-08-29 14:02:31,11424,2017-08-29 14:02:31,1
612,r u thr?,107,11424,2017-08-29 14:02:38,11424,2017-08-29 14:02:38,1
613,any query?,107,11424,2017-08-29 14:03:00,11424,2017-08-29 14:03:00,1
614,yes maam,107,16256,2017-08-29 14:12:32,16256,2017-08-29 14:12:32,1
615,i m there,107,16256,2017-08-29 14:12:34,16256,2017-08-29 14:12:34,1
616,Sir,108,11424,2017-08-29 14:19:08,11424,2017-08-29 14:19:08,1
617,may i join you in next week,108,11424,2017-08-29 14:19:29,11424,2017-08-29 14:19:29,1
618,hello mam,108,16269,2017-08-29 14:19:30,16269,2017-08-29 14:19:30,1
619,i have the answers of your question,108,11424,2017-08-29 14:19:51,11424,2017-08-29 14:19:51,1
620,we are in onam vaccation till sept 13,108,16269,2017-08-29 14:19:56,16269,2017-08-29 14:19:56,1
621,we are now ready mam,108,16269,2017-08-29 14:20:09,16269,2017-08-29 14:20:09,1
622,right now i came to know that i have the time table has been changed,108,11424,2017-08-29 14:20:14,11424,2017-08-29 14:20:14,1
623,can u spare ten minutes now,108,16269,2017-08-29 14:20:26,16269,2017-08-29 14:20:26,1
624,n i have to engage the lect,108,11424,2017-08-29 14:20:26,11424,2017-08-29 14:20:26,1
625,k,108,11424,2017-08-29 14:20:37,11424,2017-08-29 14:20:37,1
626,sir please,108,11424,2017-08-29 14:20:42,11424,2017-08-29 14:20:42,1
627,sir i connected to u,108,11424,2017-08-29 14:21:16,11424,2017-08-29 14:21:16,1
628,mam you are not audible,108,16269,2017-08-29 14:22:10,16269,2017-08-29 14:22:10,1
629,ok,108,16269,2017-08-29 14:22:14,16269,2017-08-29 14:22:14,1
630,role of teacher in class,108,16269,2017-08-29 14:22:41,16269,2017-08-29 14:22:41,1
631,ok,108,16269,2017-08-29 14:22:58,16269,2017-08-29 14:22:58,1
632,ok,108,16269,2017-08-29 14:23:29,16269,2017-08-29 14:23:29,1
633,reflection points,108,16269,2017-08-29 14:23:51,16269,2017-08-29 14:23:51,1
634,higlited points,108,16269,2017-08-29 14:24:12,16269,2017-08-29 14:24:12,1
635,camera not working,108,16269,2017-08-29 14:24:25,16269,2017-08-29 14:24:25,1
636,sorry,108,16269,2017-08-29 14:24:29,16269,2017-08-29 14:24:29,1
637,ok,108,16269,2017-08-29 14:25:36,16269,2017-08-29 14:25:36,1
638,ok,108,16269,2017-08-29 14:25:47,16269,2017-08-29 14:25:47,1
639,ok thankyou,108,16269,2017-08-29 14:28:35,16269,2017-08-29 14:28:35,1
640,mam all the answers helped me.thanks,108,16269,2017-08-29 14:32:55,16269,2017-08-29 14:32:55,1
641,please share the link of the sreen cast software.,108,16269,2017-08-29 14:33:13,16269,2017-08-29 14:33:13,1
642,http://screencast-o-matic.com,108,11424,2017-08-29 14:37:09,11424,2017-08-29 14:37:09,1
643,may i know the question sir,108,11424,2017-08-29 14:42:06,11424,2017-08-29 14:42:06,1
644,hello madam,109,16899,2017-08-29 15:11:45,16899,2017-08-29 15:11:45,1
645,naresh check your audio video settings,109,11418,2017-08-29 15:13:10,11418,2017-08-29 15:13:10,1
646,ok mam,109,16899,2017-08-29 15:13:48,16899,2017-08-29 15:13:48,1
647,mam can you see me now,109,16899,2017-08-29 15:21:19,16899,2017-08-29 15:21:19,1
648,mam i have a question,109,16899,2017-08-29 15:33:09,16899,2017-08-29 15:33:09,1
649,pl chat with me,109,11418,2017-08-29 15:33:29,11418,2017-08-29 15:33:29,1
650,i belongs to computer sceince engineering,109,16899,2017-08-29 15:34:10,16899,2017-08-29 15:34:10,1
651,and i want to develop some interactive animated videos fro student for describing concepts,109,16899,2017-08-29 15:34:49,16899,2017-08-29 15:34:49,1
652,please suggest me some tools,109,16899,2017-08-29 15:36:23,16899,2017-08-29 15:36:23,1
653,"you can look into screen casto matic pro version which is paid.  There are many video editting tools, but its takes time.  but u can do",109,11418,2017-08-29 15:37:24,11418,2017-08-29 15:37:24,1
654,ok madam,109,16899,2017-08-29 15:38:12,16899,2017-08-29 15:38:12,1
655,are you facing any challenges with this FDP,109,11418,2017-08-29 15:41:55,11418,2017-08-29 15:41:55,1
656,mam am i audiable and visible?,109,16899,2017-08-29 15:41:59,16899,2017-08-29 15:41:59,1
657,yes mam..,109,16899,2017-08-29 15:43:24,16899,2017-08-29 15:43:24,1
658,naresh can u hear me,109,11418,2017-08-29 15:44:42,11418,2017-08-29 15:44:42,1
659,u are visible only mam,109,16899,2017-08-29 15:45:03,16899,2017-08-29 15:45:03,1
660,Same here Naresh,109,11418,2017-08-29 15:46:12,11418,2017-08-29 15:46:12,1
661,audio issues mam,109,16899,2017-08-29 15:46:34,16899,2017-08-29 15:46:34,1
662,once again can chk your audio,109,11418,2017-08-29 15:46:44,11418,2017-08-29 15:46:44,1
663,ok mam i am trying,109,16899,2017-08-29 15:47:01,16899,2017-08-29 15:47:01,1
664,just follow the mentees pdf for aview interaction once,109,11418,2017-08-29 15:47:50,11418,2017-08-29 15:47:50,1
665,ok,109,16899,2017-08-29 15:48:20,16899,2017-08-29 15:48:20,1
666,hello,110,11404,2017-08-29 16:15:59,11404,2017-08-29 16:15:59,1
667,madam i am requesting for interaction,109,16899,2017-08-29 16:47:17,16899,2017-08-29 16:47:17,1
668,"you are visible but not audible, your audio strength is very weak, try increase the volume on ur system",109,11418,2017-08-29 16:49:28,11418,2017-08-29 16:49:28,1
669,Beshiba chk ur audio and video,111,11418,2017-08-29 17:15:39,11418,2017-08-29 17:15:39,1
670,hello,112,11646,2017-08-30 10:07:20,11646,2017-08-30 10:07:20,1
671,hi madam,112,17004,2017-08-30 10:07:38,17004,2017-08-30 10:07:38,1
672,welcome,112,11646,2017-08-30 10:07:52,11646,2017-08-30 10:07:52,1
673,good morning...how are you,112,17004,2017-08-30 10:08:05,17004,2017-08-30 10:08:05,1
674,madam,112,17004,2017-08-30 10:08:11,17004,2017-08-30 10:08:11,1
675,where r u from,112,11646,2017-08-30 10:08:13,11646,2017-08-30 10:08:13,1
676,mam i am from coimbatore,112,17004,2017-08-30 10:09:13,17004,2017-08-30 10:09:13,1
677,"assistant professor, department of IT/CT, Hindusthan college of arts and sicence",112,17004,2017-08-30 10:09:37,17004,2017-08-30 10:09:37,1
678,oh i am from guntur AP,112,11646,2017-08-30 10:11:03,11646,2017-08-30 10:11:03,1
679,nice mam..,112,17004,2017-08-30 10:11:16,17004,2017-08-30 10:11:16,1
680,how did you feel about this FDP,112,11646,2017-08-30 10:12:12,11646,2017-08-30 10:12:12,1
681,do u have any queries feel free to ask mam,112,11646,2017-08-30 10:13:33,11646,2017-08-30 10:13:33,1
682,i am feeling grateful mam. Learning a lot through this FDP. Just dedicating long time in learning is awesome,112,17004,2017-08-30 10:13:44,17004,2017-08-30 10:13:44,1
683,i am from RVR&JC College of engineering,112,11646,2017-08-30 10:13:50,11646,2017-08-30 10:13:50,1
684,how about you mam,112,17004,2017-08-30 10:13:52,17004,2017-08-30 10:13:52,1
685,Asst. Prof  Department of MCA,112,11646,2017-08-30 10:14:08,11646,2017-08-30 10:14:08,1
686,that's good,112,17004,2017-08-30 10:14:46,17004,2017-08-30 10:14:46,1
687,last year i have completed this FDP,112,11646,2017-08-30 10:15:10,11646,2017-08-30 10:15:10,1
688,this is really very useful,112,11646,2017-08-30 10:15:20,11646,2017-08-30 10:15:20,1
689,i think u dont have video facility right?,112,11646,2017-08-30 10:15:55,11646,2017-08-30 10:15:55,1
690,yes thats good mam,112,17004,2017-08-30 10:16:01,17004,2017-08-30 10:16:01,1
691,i have questions related to screencast,112,17004,2017-08-30 10:16:23,17004,2017-08-30 10:16:23,1
692,please ask mam,112,11646,2017-08-30 10:16:42,11646,2017-08-30 10:16:42,1
693,i actually posted my screencast on the topic How to create a website in wordpress?,112,17004,2017-08-30 10:16:53,17004,2017-08-30 10:16:53,1
694,in english and also in vernacular language -tamil,112,17004,2017-08-30 10:17:11,17004,2017-08-30 10:17:11,1
695,i used screen o matic,112,17004,2017-08-30 10:17:19,17004,2017-08-30 10:17:19,1
696,is it possible to make a video such that av plus narration,112,17004,2017-08-30 10:17:53,17004,2017-08-30 10:17:53,1
697,if do what software should be used,112,17004,2017-08-30 10:18:04,17004,2017-08-30 10:18:04,1
698,"nice ,  screencast-o matic is best choice",112,11646,2017-08-30 10:18:11,11646,2017-08-30 10:18:11,1
699,yes possible by using screencast,112,11646,2017-08-30 10:19:37,11646,2017-08-30 10:19:37,1
700,yes,112,11646,2017-08-30 10:20:48,11646,2017-08-30 10:20:48,1
701,but some distabncance is there,112,11646,2017-08-30 10:20:58,11646,2017-08-30 10:20:58,1
702,yes mam,112,17004,2017-08-30 10:21:04,17004,2017-08-30 10:21:04,1
703,ur voice is not clear,112,11646,2017-08-30 10:21:07,11646,2017-08-30 10:21:07,1
704,some disturbances,112,17004,2017-08-30 10:21:14,17004,2017-08-30 10:21:14,1
705,i tried,112,17004,2017-08-30 10:22:29,17004,2017-08-30 10:22:29,1
706,is there any other doubts,112,11646,2017-08-30 10:23:04,11646,2017-08-30 10:23:04,1
707,hello sir,114,11646,2017-08-30 11:09:07,11646,2017-08-30 11:09:07,1
708,hi mam,114,17015,2017-08-30 11:09:19,17015,2017-08-30 11:09:19,1
709,i am not having camera now,114,17015,2017-08-30 11:09:39,17015,2017-08-30 11:09:39,1
710,ok sir,114,11646,2017-08-30 11:09:46,11646,2017-08-30 11:09:46,1
711,no problem,114,11646,2017-08-30 11:09:52,11646,2017-08-30 11:09:52,1
712,thank you mam,114,17015,2017-08-30 11:09:59,17015,2017-08-30 11:09:59,1
713,go ahead with chat,114,11646,2017-08-30 11:10:20,11646,2017-08-30 11:10:20,1
714,but i am having ear phobe and mic,114,17015,2017-08-30 11:11:15,17015,2017-08-30 11:11:15,1
715,is it possible to talk with you mam,114,17015,2017-08-30 11:11:33,17015,2017-08-30 11:11:33,1
716,i am able to see,114,17015,2017-08-30 11:11:42,17015,2017-08-30 11:11:42,1
717,"sir , in your interface cick hand rise symbol",114,11646,2017-08-30 11:11:54,11646,2017-08-30 11:11:54,1
718,yes,114,11646,2017-08-30 11:12:07,11646,2017-08-30 11:12:07,1
719,Please start your video before clicking the Handraise button,114,17015,2017-08-30 11:13:10,17015,2017-08-30 11:13:10,1
720,this msg is coming mam,114,17015,2017-08-30 11:13:22,17015,2017-08-30 11:13:22,1
721,i am able to hear you mam,114,17015,2017-08-30 11:18:09,17015,2017-08-30 11:18:09,1
722,i think you are talking in telugu,114,17015,2017-08-30 11:18:52,17015,2017-08-30 11:18:52,1
723,any problem mam,114,17015,2017-08-30 11:19:25,17015,2017-08-30 11:19:25,1
724,why u removed your head phone mam,114,17015,2017-08-30 11:20:22,17015,2017-08-30 11:20:22,1
725,talk with me mam,114,17015,2017-08-30 11:22:13,17015,2017-08-30 11:22:13,1
726,i am able to hear u,114,17015,2017-08-30 11:22:44,17015,2017-08-30 11:22:44,1
727,which college you are mam,114,17015,2017-08-30 11:25:26,17015,2017-08-30 11:25:26,1
728,"why you gone from the video, audio and chat",114,17015,2017-08-30 11:35:50,17015,2017-08-30 11:35:50,1
729,"If speakers are having problem, you can have your questions any time",116,11374,2017-08-30 13:03:49,11374,2017-08-30 13:03:49,1
730,I will try to clarify or i will inform to the course team for the clarifications,116,11374,2017-08-30 13:04:26,11374,2017-08-30 13:04:26,1
731,ok thank you sir,116,17456,2017-08-30 13:04:55,17456,2017-08-30 13:04:55,1
732,"Having any questions, please just type here",116,11374,2017-08-30 13:05:14,11374,2017-08-30 13:05:14,1
733,ok sir,116,17456,2017-08-30 13:05:25,17456,2017-08-30 13:05:25,1
734,or use can mail / whatsapp at any time,116,11374,2017-08-30 13:05:30,11374,2017-08-30 13:05:30,1
735,deffenitely sir,116,17456,2017-08-30 13:05:53,17456,2017-08-30 13:05:53,1
736,"If possible, try to rectify speaker problem for the next session on 6th sept, if you want to interact",116,11374,2017-08-30 13:06:06,11374,2017-08-30 13:06:06,1
737,ok k,116,17456,2017-08-30 13:06:22,17456,2017-08-30 13:06:22,1
738,Hello,117,11374,2017-08-30 13:06:33,11374,2017-08-30 13:06:33,1
739,Is your audio and video are working properly,117,11374,2017-08-30 13:06:48,11374,2017-08-30 13:06:48,1
740,are tehre any queries / problems to be answered,117,11374,2017-08-30 13:07:16,11374,2017-08-30 13:07:16,1
741,Please press hand raise button for interaction or just type your queries in chat or question section,117,11374,2017-08-30 13:08:46,11374,2017-08-30 13:08:46,1
742,"if you are having any difficulties or queries, type in the chat or question section.",117,11374,2017-08-30 13:16:10,11374,2017-08-30 13:16:10,1
743,okay sir,117,17453,2017-08-30 13:16:48,17453,2017-08-30 13:16:48,1
744,no vedio problem,117,17453,2017-08-30 13:16:58,17453,2017-08-30 13:16:58,1
745,"neha, u can start interacting",118,11387,2017-08-30 14:01:28,11387,2017-08-30 14:01:28,1
746,hello,119,11374,2017-08-30 14:17:46,11374,2017-08-30 14:17:46,1
747,hello sir,119,17479,2017-08-30 14:18:12,17479,2017-08-30 14:18:12,1
748,ok,118,17848,2017-08-30 14:25:01,17848,2017-08-30 14:25:01,1
749,i am available,118,17848,2017-08-30 14:26:46,17848,2017-08-30 14:26:46,1
750,can you hear me,119,11374,2017-08-30 14:26:50,11374,2017-08-30 14:26:50,1
751,i am unable to get your voice,119,11374,2017-08-30 14:26:58,11374,2017-08-30 14:26:58,1
752,please check your audio connectivity,119,11374,2017-08-30 14:28:37,11374,2017-08-30 14:28:37,1
753,at sharp 3pm,118,17848,2017-08-30 14:30:16,17848,2017-08-30 14:30:16,1
754,hello,120,11706,2017-08-30 15:10:38,11706,2017-08-30 15:10:38,1
755,this is uma from uce-dgl,120,17728,2017-08-30 15:12:02,17728,2017-08-30 15:12:02,1
756,there,120,11706,2017-08-30 15:12:07,11706,2017-08-30 15:12:07,1
757,interact,120,11706,2017-08-30 15:12:28,11706,2017-08-30 15:12:28,1
758,is thr anythng whih u wnt to know?,118,11387,2017-08-30 15:15:31,11387,2017-08-30 15:15:31,1
759,i am avaialble and able to see u,118,17848,2017-08-30 15:15:47,17848,2017-08-30 15:15:47,1
760,r u able to see me,118,17848,2017-08-30 15:15:54,17848,2017-08-30 15:15:54,1
761,no,118,11387,2017-08-30 15:16:01,11387,2017-08-30 15:16:01,1
762,you publish ur video lefttop cornr,118,11387,2017-08-30 15:16:57,11387,2017-08-30 15:16:57,1
763,i see u all,121,11706,2017-08-30 15:17:47,11706,2017-08-30 15:17:47,1
764,ll i am audiable,121,11706,2017-08-30 15:17:53,11706,2017-08-30 15:17:53,1
765,i can hear u,118,17848,2017-08-30 15:18:01,17848,2017-08-30 15:18:01,1
766,no,121,17746,2017-08-30 15:18:04,17746,2017-08-30 15:18:04,1
767,i too cant hear u,121,11706,2017-08-30 15:18:16,11706,2017-08-30 15:18:16,1
768,"We are S. Jayanthi, U. Fathima and B. Ajantha from SRNM College",121,17746,2017-08-30 15:18:54,17746,2017-08-30 15:18:54,1
769,try to publish,118,11387,2017-08-30 15:19:07,11387,2017-08-30 15:19:07,1
770,I m getting the messg dat u r not publishing the video,118,11387,2017-08-30 15:20:07,11387,2017-08-30 15:20:07,1
771,i cant hear u,122,11706,2017-08-30 15:21:03,11706,2017-08-30 15:21:03,1
772,i can hear i m just trying publishib,118,17848,2017-08-30 15:21:06,17848,2017-08-30 15:21:06,1
773,sir,122,17729,2017-08-30 15:21:29,17729,2017-08-30 15:21:29,1
774,ok,118,11387,2017-08-30 15:21:47,11387,2017-08-30 15:21:47,1
775,"sir,do u hear me",122,17729,2017-08-30 15:22:19,17729,2017-08-30 15:22:19,1
776,sir,122,17729,2017-08-30 15:25:19,17729,2017-08-30 15:25:19,1
777,sir pls publish ur video,123,11387,2017-08-30 15:27:36,11387,2017-08-30 15:27:36,1
778,i cant hear u,122,11706,2017-08-30 15:28:54,11706,2017-08-30 15:28:54,1
779,i can hear u,124,11706,2017-08-30 15:37:17,11706,2017-08-30 15:37:17,1
780,u ask questions,124,11706,2017-08-30 15:38:32,11706,2017-08-30 15:38:32,1
781,i hear u ll u ask questions,124,11706,2017-08-30 15:39:39,11706,2017-08-30 15:39:39,1
782,i hear u all,124,11706,2017-08-30 15:40:41,11706,2017-08-30 15:40:41,1
783,ok,124,11706,2017-08-30 15:40:53,11706,2017-08-30 15:40:53,1
784,it was nice interacting with you mam,118,17848,2017-08-30 15:47:30,17848,2017-08-30 15:47:30,1
785,ok neha,118,11387,2017-08-30 15:47:47,11387,2017-08-30 15:47:47,1
786,mam now can i sign out or wait,118,17848,2017-08-30 15:47:52,17848,2017-08-30 15:47:52,1
787,pls come on line once again,118,11387,2017-08-30 15:48:00,11387,2017-08-30 15:48:00,1
788,Mr Sonu,125,11708,2017-08-30 15:48:29,11708,2017-08-30 15:48:29,1
789,yes isr,125,17814,2017-08-30 15:48:38,17814,2017-08-30 15:48:38,1
790,sir,125,17814,2017-08-30 15:48:38,17814,2017-08-30 15:48:38,1
791,i hear more noise from your side,125,11708,2017-08-30 15:48:43,11708,2017-08-30 15:48:43,1
792,i cant hear u,126,11706,2017-08-30 15:48:47,11706,2017-08-30 15:48:47,1
793,"i cn,t hear",125,11708,2017-08-30 15:49:10,11708,2017-08-30 15:49:10,1
794,but there is no noise source in my side,125,17814,2017-08-30 15:49:26,17814,2017-08-30 15:49:26,1
795,wait i ll come back to u ask query in chat,126,11706,2017-08-30 15:49:42,11706,2017-08-30 15:49:42,1
796,maybe bandwidth issues,125,11708,2017-08-30 15:49:43,11708,2017-08-30 15:49:43,1
